"V1" "V2" "V3" "V4" "V5"
"18280" "Ssxb2" "Ssxb2" 387132 "SSX1" 6756
"18281" "Ssxb2" "Ssxb2" 387132 "SSX9" NaN
"18282" "Ssxb2" "Ssxb2" 387132 "SSX3" 10214
"18283" "Ssxb2" "Ssxb2" 387132 "SSX4" 6759
"18284" "Ssxb2" "Ssxb2" 387132 "SSX4" 548313
"18285" "Ssxb2" "Ssxb2" 387132 "SSX4B" 6759
"18286" "Ssxb2" "Ssxb2" 387132 "SSX4B" 548313
"18287" "Dbnl" "Dbnl" 13169 "DBNL" 28988
"18288" "Cpne8" "Cpne8" 66871 "CPNE8" 144402
"18289" "Tnk1" "Tnk1" 83813 "TNK1" 8711
"18290" "Taf7l" "Taf7l" 74469 "TAF7L" 54457
"18291" "Zfp41" "Zfp41" 22701 "ZFP41" 286128
"18292" "Zfp41" "Zfp41" 22701 "" 286128
"18293" "Akirin1" "Akirin1" 68050 "AKIRIN1" 79647
"18294" "Msi1" "Msi1" 17690 "MSI1" 4440
"18295" "Dock1" "Dock1" 330662 "DOCK1" 1793
"18296" "Mtdh" "Mtdh" 67154 "MTDH" 92140
"18297" "Nme8" "Nme8" 73412 "NME8" 51314
"18298" "Ccrl1" "Ccrl1" 252837 "ACKR4" 51554
"18299" "Nme2" "Nme2" 18103 "NME1-NME2" 4831
"18300" "Katnb1" "Katnb1" 74187 "KATNB1" 10300
"18301" "Sstr5" "Sstr5" 20609 "SSTR5" 6755
"18302" "Nvl" "Nvl" 67459 "NVL" 4931
"18303" "Tie1" "Tie1" 21846 "TIE1" 7075
"18304" "Csrp2bp" "Csrp2bp" 228714 "CSRP2BP" 57325
"18305" "Ero1l" "Ero1l" 50527 "ERO1L" 30001
"18306" "Sst" "Sst" 20604 "SST" 6750
"18307" "Rspo2" "Rspo2" 239405 "RSPO2" 340419
"18308" "Coq4" "Coq4" 227683 "COQ4" 51117
"18309" "Fam210b" "Fam210b" 67017 "FAM210B" 116151
"18310" "Zfp455" "Zfp455" 218311 "ZNF738" NaN
"18311" "Plcb2" "Plcb2" 18796 "PLCB2" 5330
"18312" "Cd209b" "Cd209b" 69165 "CD209" 30835
"18313" "Cd209b" "Cd209b" 69165 "CLEC4M" 10332
"18314" "Lrrc69" "Lrrc69" 73314 "LRRC69" 100130742
"18315" "Ces3a" "Ces3a" 382053 "CES3" 23491
"18316" "Arv1" "Arv1" 68865 "ARV1" 64801
"18317" "Magea10" "Magea10" 236852 "MAGEA9B" 4108
"18318" "Magea10" "Magea10" 236852 "MAGEA9B" 728269
"18319" "Magea10" "Magea10" 236852 "MAGEA11" 4110
"18320" "Magea10" "Magea10" 236852 "MAGEA9" 4108
"18321" "Magea10" "Magea10" 236852 "MAGEA9" 728269
"18322" "Magea10" "Magea10" 236852 "MAGEA8" 4107
"18323" "Magea10" "Magea10" 236852 "MAGEA4" 4103
"18324" "Magea10" "Magea10" 236852 "MAGEA6" 4105
"18325" "Magea10" "Magea10" 236852 "MAGEA2B" 4101
"18326" "Magea10" "Magea10" 236852 "MAGEA2B" 266740
"18327" "Magea10" "Magea10" 236852 "MAGEA12" 4111
"18328" "Magea10" "Magea10" 236852 "MAGEA12" 101060230
"18329" "Magea10" "Magea10" 236852 "MAGEA2" 4101
"18330" "Magea10" "Magea10" 236852 "MAGEA2" 266740
"18331" "Magea10" "Magea10" 236852 "MAGEA3" 4102
"18332" "Magea10" "Magea10" 236852 "MAGEA1" 4100
"18333" "Slc25a51" "Slc25a51" 230125 "SLC25A51" 92014
"18334" "Aspdh" "Aspdh" 68352 "ASPDH" 554235
"18335" "Msh5" "Msh5" 17687 "MSH5" 4439
"18336" "Msh5" "Msh5" 17687 "MSH5" 100532732
"18337" "Msh5" "Msh5" 17687 "MSH5-SAPCD1" 401251
"18338" "Rfwd3" "Rfwd3" 234736 "RFWD3" 55159
"18339" "Tas2r116" "Tas2r116" 112408 "TAS2R14" 50840
"18340" "Med4" "Med4" 67381 "MED4" 29079
"18341" "Smurf1" "Smurf1" 75788 "SMURF1" 57154
"18342" "Tmem220" "Tmem220" 338369 "TMEM220" 388335
"18343" "Pde1b" "Pde1b" 18574 "PDE1B" 5153
"18344" "Akt1s1" "Akt1s1" 67605 "AKT1S1" 84335
"18345" "Pi15" "Pi15" 94227 "PI15" 51050
"18346" "Gpr97" "Gpr97" 54672 "GPR97" 222487
"18347" "Smyd2" "Smyd2" 226830 "SMYD2" 56950
"18348" "Mageh1" "Mageh1" 75625 "MAGEH1" 28986
"18349" "Klrd1" "Klrd1" 16643 "KLRD1" 3824
"18350" "Kcnma1" "Kcnma1" 16531 "KCNMA1" 3778
"18351" "Bgn" "Bgn" 12111 "BGN" 633
"18352" "Il22ra2" "Il22ra2" 237310 "IL22RA2" 116379
"18353" "Herc6" "Herc6" 67138 "HERC6" 55008
"18354" "Dnajc8" "Dnajc8" 68598 "DNAJC8" 22826
"18355" "Cdc42ep5" "Cdc42ep5" 58804 "CDC42EP5" 148170
"18356" "Gdf9" "Gdf9" 14566 "GDF9" 2661
"18357" "Tsen2" "Tsen2" 381802 "TSEN2" 80746
"18358" "Kcnip1" "Kcnip1" 70357 "KCNIP1" 30820
"18359" "Otor" "Otor" 57329 "OTOR" 56914
"18360" "Spink5" "Spink5" 72432 "SPINK5" 11005
"18361" "Esrp2" "Esrp2" 77411 "ESRP2" 80004
"18362" "Cpsf7" "Cpsf7" 269061 "CPSF7" 79869
"18363" "Zfp608" "Zfp608" 269023 "ZNF608" 57507
"18364" "Adc" "Adc" 242669 "ADC" 113451
"18365" "Dnajc16" "Dnajc16" 214063 "DNAJC16" 23341
"18366" "Jund" "Jund" 16478 "JUND" 3727
"18367" "Usp1" "Usp1" 230484 "USP1" 7398
"18368" "Aebp1" "Aebp1" 11568 "AEBP1" 165
"18369" "Cars2" "Cars2" 71941 "CARS2" 79587
"18370" "Trpd52l3" "Trpd52l3" 66745 "TPD52L3" 89882
"18371" "Serpini2" "Serpini2" 67931 "SERPINI2" 5276
"18372" "Vil1" "Vil1" 22349 "VIL1" 7429
"18373" "Slc35a1" "Slc35a1" 24060 "SLC35A1" 10559
"18374" "Mcc" "Mcc" 328949 "MCC" 4163
"18375" "Sucla2" "Sucla2" 20916 "SUCLA2" 8803
"18376" "Psip1" "Psip1" 101739 "PSIP1" 11168
"18377" "Trmt1" "Trmt1" 212528 "TRMT1" 55621
"18378" "Hat1" "Hat1" 107435 "HAT1" 8520
"18379" "Mier3" "Mier3" 218613 "MIER3" 166968
"18380" "Mllt10" "Mllt10" 17354 "MLLT10" 8028
"18381" "Shisa6" "Shisa6" 380702 "SHISA6" 388336
"18382" "Etv5" "Etv5" 104156 "ETV5" 2119
"18383" "Slc40a1" "Slc40a1" 53945 "SLC40A1" 30061
"18384" "Tsc22d1" "Tsc22d1" 21807 "TSC22D1" 8848
"18385" "Gtf2f2" "Gtf2f2" 68705 "GTF2F2" 2963
"18386" "Rarb" "Rarb" 218772 "RARB" 5915
"18387" "Zfr2" "Zfr2" 103406 "ZFR2" 23217
"18388" "Gtf2ird1" "Gtf2ird1" 57080 "GTF2IRD1" 9569
"18389" "Cd163" "Cd163" 93671 "CD163" 9332
"18390" "Slitrk4" "Slitrk4" 245446 "SLITRK4" 139065
"18391" "Bnipl" "Bnipl" 171388 "BNIPL" 149428
"18392" "Exo5" "Exo5" 73172 "EXO5" 64789
"18393" "Krt4" "Krt4" 16682 "KRT4" 3851
"18394" "Flt1" "Flt1" 14254 "FLT1" 2321
"18395" "Sptlc3" "Sptlc3" 228677 "SPTLC3" 55304
"18396" "Morn4" "Morn4" 226123 "MORN4" 118812
"18397" "Hemt1" "Hemt1" 15202 "GML" 2765
"18398" "BC017643" "BC017643" 217370 "C17orf62" 79415
"18399" "Fam212a" "Fam212a" 68176 "FAM212A" 389119
"18400" "Kcnk2" "Kcnk2" 16526 "KCNK2" 3776
"18401" "Itgax" "Itgax" 16411 "ITGAX" 3687
"18402" "Slc6a14" "Slc6a14" 56774 "SLC6A14" 11254
"18403" "Myt1" "Myt1" 17932 "MYT1" 4661
"18404" "Osbp" "Osbp" 76303 "OSBP" 5007
"18405" "Stra13" "Stra13" 20892 "STRA13" 201254
"18406" "Kcnh5" "Kcnh5" 238271 "KCNH5" 27133
"18407" "Catsper3" "Catsper3" 76856 "CATSPER3" 347732
"18408" "Rpl23" "Rpl23" 65019 "RPL23" 9349
"18409" "Rpl23" "Rpl23" 65019 "RPL23" 619505
"18410" "Rpl23" "LOC100044627" 65019 "RPL23" 9349
"18411" "Rpl23" "LOC100044627" 65019 "RPL23" 619505
"18412" "Rpl23" "LOC100862455" 65019 "RPL23" 9349
"18413" "Rpl23" "LOC100862455" 65019 "RPL23" 619505
"18414" "Arg2" "Arg2" 11847 "ARG2" 384
"18415" "2300002M23Rik" "2300002M23Rik" 69542 "C6orf15" 29113
"18416" "Rap2c" "Rap2c" 72065 "RAP2C" 57826
"18417" "Zfp397" "Zfp397" 69256 "ZNF397" 84307
"18418" "Kdm4a" "Kdm4a" 230674 "KDM4A" 9682
"18419" "Pih1d1" "Pih1d1" 68845 "PIH1D1" 55011
"18420" "Itm2c" "Itm2c" 64294 "ITM2C" 81618
"18421" "Efcab14" "Efcab14" 230648 "EFCAB14" 9813
"18422" "Dag1" "Dag1" 13138 "DAG1" 1605
"18423" "Acsm1" "Acsm1" 117147 "ACSM1" 116285
"18424" "Ina" "Ina" 226180 "INA" 9118
"18425" "Gabpb2" "Gabpb2" 213054 "GABPB2" 126626
"18426" "Morn3" "Morn3" 74890 "MORN3" 283385
"18427" "Pde4d" "Pde4d" 238871 "PDE4D" 5144
"18428" "Pde4d" "LOC100862401" 238871 "PDE4D" 5144
"18429" "Mxd4" "Mxd4" 17122 "MXD4" 10608
"18430" "Mxd4" "Mxd4" 17122 "MXD4" 100616358
"18431" "Bag5" "Bag5" 70369 "BAG5" 9529
"18432" "Crebrf" "Crebrf" 77128 "CREBRF" 153222
"18433" "Dalrd3" "Dalrd3" 67789 "DALRD3" 55152
"18434" "Morc2a" "Morc2a" 74522 "MORC2" 22880
"18435" "Atp5e" "Atp5e" 67126 "ATP5EP2" NaN
"18436" "BC068157" "BC068157" 73072 "" 80164
"18437" "Shmt1" "Shmt1" 20425 "SHMT1" 6470
"18438" "2610015P09Rik" "2610015P09Rik" 212153 "KIAA1407" 57577
"18439" "Tbx20" "Tbx20" 57246 "TBX20" 57057
"18440" "Zfp740" "Zfp740" 68744 "ZNF740" 283337
"18441" "Lrrc38" "Lrrc38" 242735 "LRRC38" 126755
"18442" "Ampd3" "Ampd3" 11717 "AMPD3" 272
"18443" "Ampd3" "Ampd3" 11717 "AMPD3" 100130460
"18444" "Ccnt1" "Ccnt1" 12455 "CCNT1" 904
"18445" "Lair1" "Lair1" 52855 "LAIR2" 3904
"18446" "Cacng8" "Cacng8" 81905 "CACNG8" 59283
"18447" "Rcan1" "Rcan1" 54720 "RCAN1" 1827
"18448" "Zc3h4" "Zc3h4" 330474 "ZC3H4" 23211
"18449" "Glt6d1" "Glt6d1" 71103 "GLT6D1" 360203
"18450" "Tlr9" "Tlr9" 81897 "TLR9" 54106
"18451" "Rmi1" "Rmi1" 74386 "RMI1" 80010
"18452" "Zscan29" "Zscan29" 99334 "ZSCAN29" 146050
"18453" "Bmp10" "Bmp10" 12154 "BMP10" 27302
"18454" "Cdk18" "Cdk18" 18557 "CDK18" 5129
"18455" "Slc13a3" "Slc13a3" 114644 "SLC13A3" 64849
"18456" "Galnt11" "Galnt11" 231050 "GALNT11" 63917
"18457" "Timp1" "Timp1" 21857 "TIMP1" 7076
"18458" "Tmprss12" "Tmprss12" 75002 "TMPRSS12" 283471
"18459" "Zswim6" "Zswim6" 67263 "ZSWIM6" 57688
"18460" "Wdr4" "Wdr4" 57773 "WDR4" 10785
"18461" "Rb1cc1" "Rb1cc1" 12421 "RB1CC1" 9821
"18462" "Acpp" "Acpp" 56318 "ACPP" 55
"18463" "Tax1bp1" "Tax1bp1" 52440 "TAX1BP1" 8887
"18464" "Hook1" "Hook1" 77963 "HOOK1" 51361
"18465" "Lrrc10" "Lrrc10" 237560 "LRRC10" 376132
"18466" "Wls" "Wls" 68151 "WLS" 79971
"18467" "Zkscan8" "Zkscan8" 93681 "ZKSCAN8" 7745
"18468" "Efhd2" "Efhd2" 27984 "EFHD2" 79180
"18469" "Exoc7" "Exoc7" 53413 "EXOC7" 23265
"18470" "Ubash3a" "Ubash3a" 328795 "UBASH3A" 53347
"18471" "Farsb" "Farsb" 23874 "FARSB" 10056
"18472" "Cacnb3" "Cacnb3" 12297 "CACNB3" 784
"18473" "Trhde" "Trhde" 237553 "TRHDE" 29953
"18474" "Cpped1" "Cpped1" 223978 "CPPED1" 55313
"18475" "Ces2e" "Ces2e" 234673 "CES2" 8824
"18476" "Clps" "Clps" 109791 "CLPS" 1208
"18477" "Zfp275" "Zfp275" 27081 "ZNF275" 10838
"18478" "Rasl11a" "Rasl11a" 68895 "RASL11A" 387496
"18479" "Tat" "Tat" 234724 "TAT" 6898
"18480" "Mpdu1" "Mpdu1" 24070 "MPDU1" 9526
"18481" "Glrx3" "Glrx3" 30926 "GLRX3" 10539
"18482" "Has1" "Has1" 15116 "HAS1" 3036
"18483" "Sf3b5" "Sf3b5" 66125 "SF3B5" 83443
"18484" "Fbxw5" "Fbxw5" 30839 "FBXW5" 54461
"18485" "Nt5dc2" "Nt5dc2" 70021 "NT5DC2" 64943
"18486" "Shcbp1l" "Shcbp1l" 71836 "SHCBP1L" 81626
"18487" "Prrc1" "Prrc1" 73137 "PRRC1" 133619
"18488" "Wnt2b" "Wnt2b" 22414 "WNT2B" 7482
"18489" "Mrpl38" "Mrpl38" 60441 "MRPL38" 64978
"18490" "Ddx46" "Ddx46" 212880 "DDX46" 9879
"18491" "Tsta3" "Tsta3" 22122 "TSTA3" 7264
"18492" "Fbxw7" "Fbxw7" 50754 "FBXW7" 55294
"18493" "Cd1d2" "Cd1d2" 12480 "CD1D" 912
"18494" "Zfp866" "Zfp866" 330788 "ZNF670" 93474
"18495" "Zfp866" "Zfp866" 330788 "ZNF669" 79862
"18496" "Zfp866" "Zfp866" 330788 "ZNF124" 7678
"18497" "Impad1" "Impad1" 242291 "IMPAD1" 54928
"18498" "Pate4" "Pate4" 56872 "PATE4" 399968
"18499" "Abcd2" "Abcd2" 26874 "ABCD2" 225
"18500" "Ptpn20" "Ptpn20" 19256 "PTPN20A" 26095
"18501" "Ptpn20" "Ptpn20" 19256 "PTPN20A" 653129
"18502" "Bola3" "Bola3" 78653 "BOLA3" 388962
"18503" "Tmc3" "Tmc3" 233424 "TMC3" 342125
"18504" "Cacna1a" "Cacna1a" 12286 "CACNA1A" 773
"18505" "Dapk1" "Dapk1" 69635 "DAPK1" 1612
"18506" "Trip6" "Trip6" 22051 "TRIP6" 7205
"18507" "Htr3b" "Htr3b" 57014 "HTR3B" 9177
"18508" "Lpar5" "Lpar5" 381810 "LPAR5" 57121
"18509" "Mkrn1" "Mkrn1" 54484 "MKRN1" 23608
"18510" "Ptpre" "Ptpre" 19267 "PTPRE" 5791
"18511" "Gpx5" "Gpx5" 14780 "GPX5" 2880
"18512" "Prex1" "Prex1" 277360 "PREX1" 57580
"18513" "Wwp2" "Wwp2" 66894 "WWP2" 11060
"18514" "Ifit1" "Ifit1" 15957 "IFIT1B" 439996
"18515" "Ryr2" "Ryr2" 20191 "RYR2" 6262
"18516" "S100a14" "S100a14" 66166 "S100A14" 57402
"18517" "Bloc1s4" "Bloc1s4" 117197 "BLOC1S4" 55330
"18518" "F8a" "F8a" 14070 "F8A1" 8263
"18519" "F8a" "F8a" 14070 "F8A1" 474383
"18520" "F8a" "F8a" 14070 "F8A1" 474384
"18521" "F8a" "F8a" 14070 "F8A2" 8263
"18522" "F8a" "F8a" 14070 "F8A2" 474383
"18523" "F8a" "F8a" 14070 "F8A2" 474384
"18524" "F8a" "F8a" 14070 "F8A3" 8263
"18525" "F8a" "F8a" 14070 "F8A3" 474383
"18526" "F8a" "F8a" 14070 "F8A3" 474384
"18527" "Pop7" "Pop7" 74097 "POP7" 10248
"18528" "Rabgef1" "Rabgef1" 56715 "KCTD7" 27342
"18529" "Rabgef1" "Rabgef1" 56715 "KCTD7" 154881
"18530" "Rabgef1" "Rabgef1" 56715 "RABGEF1" 27342
"18531" "Map6" "Map6" 17760 "MAP6" 4135
"18532" "Abcg1" "Abcg1" 11307 "ABCG1" 9619
"18533" "Galnt3" "Galnt3" 14425 "GALNT3" 2591
"18534" "Naa15" "Naa15" 74838 "NAA15" 80155
"18535" "Col14a1" "Col14a1" 12818 "COL14A1" 7373
"18536" "Rhoh" "Rhoh" 74734 "RHOH" 399
"18537" "Dph1" "Dph1" 116905 "DPH1" 1801
"18538" "Ebna1bp2" "Ebna1bp2" 69072 "EBNA1BP2" 10969
"18539" "Sec24a" "Sec24a" 77371 "SEC24A" 10802
"18540" "Fbn1" "Fbn1" 14118 "FBN1" 2200
"18541" "Pth1r" "Pth1r" 19228 "PTH1R" 5745
"18542" "Gm14597" "4933416I08Rik" 71159 "CXorf48" 54967
"18543" "Phf6" "Phf6" 70998 "PHF6" 84295
"18544" "Igfbp6" "Igfbp6" 16012 "IGFBP6" 3489
"18545" "Oxr1" "Oxr1" 170719 "OXR1" 55074
"18546" "Eif4h" "Eif4h" 22384 "EIF4H" 7458
"18547" "Tmem252" "Tmem252" 226040 "TMEM252" 169693
"18548" "Pard3" "Pard3" 93742 "PARD3" 56288
"18549" "Afg3l2" "Afg3l2" 69597 "AFG3L2" 10939
"18550" "Mff" "Mff" 75734 "MFF" 56947
"18551" "Mff" "LOC637796" 75734 "MFF" 56947
"18552" "Pttg1" "Pttg1" 30939 "PTTG1" 9232
"18553" "Pttg1" "Pttg1" 30939 "PTTG2" 10744
"18554" "Kcnh3" "Kcnh3" 16512 "KCNH3" 23416
"18555" "Nudt16" "Nudt16" 75686 "NUDT16" 131870
"18556" "Taf3" "Taf3" 209361 "TAF3" 83860
"18557" "Med30" "Med30" 69790 "MED30" 90390
"18558" "Slc35e4" "Slc35e4" 103710 "SLC35E4" 339665
"18559" "Rgs1" "Rgs1" 50778 "RGS1" 5996
"18560" "Poln" "Poln" 272158 "POLN" 353497
"18561" "Letm1" "Letm1" 56384 "LETM1" 3954
"18562" "Fam188a" "Fam188a" 66960 "FAM188A" 80013
"18563" "Setd2" "Setd2" 235626 "SETD2" 29072
"18564" "Hfe2" "Hfe2" 69585 "HFE2" 148738
"18565" "Hfe2" "Hfe2" 69585 "HFE2" 101060525
"18566" "Ogt" "Ogt" 108155 "OGT" 8473
"18567" "Osbpl8" "Osbpl8" 237542 "OSBPL8" 114882
"18568" "Sectm1a" "Sectm1a" 209588 "SECTM1" 6398
"18569" "Nmur2" "Nmur2" 216749 "NMUR2" 56923
"18570" "Map2k5" "Map2k5" 23938 "MAP2K5" 5607
"18571" "Trim41" "Trim41" 211007 "TRIM41" 90933
"18572" "Glipr1" "Glipr1" 73690 "GLIPR1" 11010
"18573" "Nsg1" "Nsg1" 18196 "" 27065
"18574" "Mst1" "Mst1" 15235 "MST1" 4485
"18575" "Cd209e" "Cd209e" 170780 "CD209" 30835
"18576" "Cd209e" "Cd209e" 170780 "CLEC4M" 10332
"18577" "Ceacam9" "Ceacam9" 26368 "CEACAM4" 1089
"18578" "Ceacam9" "Ceacam9" 26368 "CEACAM7" 1087
"18579" "Ceacam9" "Ceacam9" 26368 "CEACAM5" 1048
"18580" "Ceacam9" "Ceacam9" 26368 "CEACAM6" 4680
"18581" "Ceacam9" "Ceacam9" 26368 "CEACAM3" 1084
"18582" "Aard" "Aard" 239435 "AARD" 441376
"18583" "Ppp1ca" "Ppp1ca" 19045 "PPP1CA" 5499
"18584" "Csrp2" "Csrp2" 13008 "CSRP2" 1466
"18585" "Dcaf12l1" "Dcaf12l1" 245404 "DCAF12L2" 340578
"18586" "Dcaf12l1" "Dcaf12l1" 245404 "DCAF12L1" 139170
"18587" "Rhobtb2" "Rhobtb2" 246710 "RHOBTB2" 23221
"18588" "Tbcel" "Tbcel" 272589 "TBCEL" 219899
"18589" "Fancg" "Fancg" 60534 "FANCG" 2189
"18590" "Rest" "Rest" 19712 "REST" 5978
"18591" "Lhpp" "Lhpp" 76429 "LHPP" 64077
"18592" "Ly6g5c" "Ly6g5c" 114652 "LY6G5C" 80741
"18593" "Colec11" "Colec11" 71693 "COLEC11" 78989
"18594" "Rbms1" "Rbms1" 56878 "RBMS1" 5937
"18595" "Krt32" "Krt32" 16670 "KRT32" 3882
"18596" "Acsm5" "Acsm5" 272428 "ACSM5" 54988
"18597" "Rp9" "Rp9" 55934 "RP9" 6100
"18598" "Hsbp1" "Hsbp1" 68196 "HSBP1" 3281
"18599" "Abr" "Abr" 109934 "ABR" 29
"18600" "9530003J23Rik" "9530003J23Rik" 77397 "LYZ" 4069
"18601" "Vash1" "Vash1" 238328 "VASH1" 22846
"18602" "Nkd2" "Nkd2" 72293 "NKD2" 85409
"18603" "Myo5a" "Myo5a" 17918 "MYO5A" 4644
"18604" "Paip2" "Paip2" 67869 "PAIP2" 51247
"18605" "Prkcdbp" "Prkcdbp" 109042 "PRKCDBP" 112464
"18606" "Psma6" "Psma6" 26443 "PSMA6" 5687
"18607" "Poli" "Poli" 26447 "POLI" 11201
"18608" "Dimt1" "Dimt1" 66254 "DIMT1" 27292
"18609" "Urod" "Urod" 22275 "UROD" 7389
"18610" "Gng4" "Gng4" 14706 "GNG4" 2786
"18611" "Fcer1a" "Fcer1a" 14125 "FCER1A" 2205
"18612" "Raver2" "Raver2" 242570 "RAVER2" 55225
"18613" "Mdm4" "Mdm4" 17248 "MDM4" 4194
"18614" "Rps6kl1" "Rps6kl1" 238323 "RPS6KL1" 83694
"18615" "Tmem136" "Tmem136" 235300 "TMEM136" 219902
"18616" "Bbs4" "Bbs4" 102774 "BBS4" 585
"18617" "Diexf" "Diexf" 215193 "DIEXF" 27042
"18618" "Acot6" "Acot6" 217700 "ACOT6" 641372
"18619" "Tmem19" "Tmem19" 67226 "TMEM19" 55266
"18620" "Rnaseh2a" "Rnaseh2a" 69724 "RNASEH2A" 10535
"18621" "Dph2" "Dph2" 67728 "DPH2" 1802
"18622" "Il6st" "Il6st" 16195 "IL6ST" 3572
"18623" "Sec31b" "Sec31b" 240667 "SEC31B" 25956
"18624" "Slu7" "Slu7" 193116 "SLU7" 10569
"18625" "Rsl24d1" "Rsl24d1" 225215 "RSL24D1" 51187
"18626" "Mtbp" "Mtbp" 105837 "MTBP" 27085
"18627" "Dnase2a" "Dnase2a" 13423 "DNASE2" 1777
"18628" "Psmb10" "Psmb10" 19171 "PSMB10" 5699
"18629" "Zswim4" "Zswim4" 212168 "ZSWIM4" 65249
"18630" "Galnt18" "Galnt18" 233733 "GALNT18" 374378
"18631" "Slc43a3" "Slc43a3" 58207 "SLC43A3" 29015
"18632" "Ceacam11" "Ceacam11" 66996 "CEACAM21" 90273
"18633" "Ubr3" "Ubr3" 68795 "UBR3" 130507
"18634" "B3galt1" "B3galt1" 26877 "B3GALT1" 8708
"18635" "Crtc2" "Crtc2" 74343 "CRTC2" 200186
"18636" "Olfr1496" "Olfr1496" 258991 "OR1S2" 219958
"18637" "Olfr1496" "Olfr1496" 258991 "OR1S1" 219959
"18638" "Mast4" "Mast4" 328329 "MAST4" 375449
"18639" "Slc2a4" "Slc2a4" 20528 "SLC2A4" 6517
"18640" "Pigb" "Pigb" 55981 "PIGB" 9488
"18641" "BC055111" "BC055111" 242602 "C1orf177" 163747
"18642" "Gak" "Gak" 231580 "GAK" 2580
"18643" "Atg2b" "Atg2b" 76559 "ATG2B" 55102
"18644" "Fzd5" "Fzd5" 14367 "FZD5" 7855
"18645" "Rnf14" "Rnf14" 56736 "RNF14" 9604
"18646" "Tead2" "Tead2" 21677 "TEAD2" 8463
"18647" "Tdrd1" "Tdrd1" 83561 "TDRD1" 56165
"18648" "Atp5k" "Atp5k" 11958 "ATP5I" 521
"18649" "Gpr158" "Gpr158" 241263 "GPR158" 57512
"18650" "Col1a2" "Col1a2" 12843 "COL1A2" 1278
"18651" "Eme1" "Eme1" 268465 "EME1" 146956
"18652" "Tmem5" "Tmem5" 216395 "TMEM5" 10329
"18653" "Ndufab1" "Ndufab1" 70316 "NDUFAB1" 4706
"18654" "March1" "March1" 72925 "MARCH1" 55016
"18655" "Clcnka" "Clcnka" 12733 "CLCNKA" 1187
"18656" "Clcnka" "Clcnka" 12733 "CLCNKB" 1188
"18657" "Zfp37" "Zfp37" 22696 "ZFP37" 7539
"18658" "Lrrn3" "Lrrn3" 16981 "LRRN3" 54674
"18659" "Sh3glb2" "Sh3glb2" 227700 "SH3GLB2" 56904
"18660" "Asah2" "Asah2" 54447 "ASAH2B" 653308
"18661" "Ppm1m" "Ppm1m" 67905 "PPM1M" 132160
"18662" "Atp1a3" "Atp1a3" 232975 "ATP1A3" 478
"18663" "Pcdh12" "Pcdh12" 53601 "PCDH12" 51294
"18664" "Osr2" "Osr2" 107587 "OSR2" 116039
"18665" "Usp8" "Usp8" 84092 "USP8" 9101
"18666" "Acat3" "Acat3" 224530 "ACAT2" 39
"18667" "Chrna6" "Chrna6" 11440 "CHRNA6" 8973
"18668" "Bcar1" "Bcar1" 12927 "BCAR1" 9564
"18669" "Exosc3" "Exosc3" 66362 "EXOSC3" 51010
"18670" "Hrc" "Hrc" 15464 "HRC" 3270
"18671" "Vsx2" "Vsx2" 12677 "VSX2" 338917
"18672" "Gna14" "Gna14" 14675 "GNA14" 9630
"18673" "Amer1" "Amer1" 72345 "AMER1" 139285
"18674" "Nono" "Nono" 53610 "NONO" 4841
"18675" "Rbm3" "Rbm3" 19652 "RBM3" 5935
"18676" "Rbm3" "Gm15453" 19652 "RBM3" 5935
"18677" "Grm1" "Grm1" 14816 "GRM1" 2911
"18678" "Ppig" "Ppig" 228005 "PPIG" 9360
"18679" "Slc26a8" "Slc26a8" 224661 "SLC26A8" 116369
"18680" "Tmem53" "Tmem53" 68777 "TMEM53" 79639
"18681" "Notch1" "Notch1" 18128 "NOTCH1" 4851
"18682" "Nsmce4a" "Nsmce4a" 67872 "NSMCE4A" 54780
"18683" "Numb" "Numb" 18222 "NUMB" 8650
"18684" "Sectm1b" "Sectm1b" 58210 "SECTM1" 6398
"18685" "Armcx6" "Armcx6" 278097 "ARMCX6" 54470
"18686" "Slc27a4" "Slc27a4" 26569 "SLC27A4" 10999
"18687" "Leng8" "Leng8" 232798 "LENG8" 114823
"18688" "Setd7" "Setd7" 73251 "SETD7" 80854
"18689" "Gdf6" "Gdf6" 242316 "GDF6" 392255
"18690" "Pdhx" "Pdhx" 27402 "PDHX" 8050
"18691" "Syt17" "Syt17" 110058 "SYT17" 51760
"18692" "Krt75" "Krt75" 109052 "KRT75" 9119
"18693" "Gstt2" "Gstt2" 14872 "GSTT2B" 2953
"18694" "Gstt2" "Gstt2" 14872 "GSTT2B" 653689
"18695" "Zc2hc1b" "Zc2hc1b" 75122 "ZC2HC1B" 153918
"18696" "Cdrt4" "Cdrt4" 66338 "CDRT4" 284040
"18697" "Naaladl1" "Naaladl1" 381204 "NAALADL1" 10004
"18698" "Galt" "Galt" 14430 "GALT" 2592
"18699" "Myo1g" "Myo1g" 246177 "MYO1G" 64005
"18700" "Klb" "Klb" 83379 "KLB" 152831
"18701" "Wnt7b" "Wnt7b" 22422 "WNT7B" 7477
"18702" "Cbx5" "Cbx5" 12419 "CBX5" 23468
"18703" "Rcor2" "Rcor2" 104383 "RCOR2" 283248
"18704" "Gatsl3" "Gatsl3" 71962 "GATSL3" 652968
"18705" "Nfe2" "Nfe2" 18022 "NFE2" 4778
"18706" "Pth2r" "Pth2r" 213527 "PTH2R" 5746
