Table S3a. Phylostraticraphic distribution of human genes (ENSEMBLE),,,
Protein_ID,Gene_ID,Phylostratum,Phylogenetic_Internode
ENSP00000367940,ENSG00000205083,19,Euarchontoglires - Primates
ENSP00000367349,ENSG00000204958,19,Euarchontoglires - Primates
ENSP00000367066,ENSG00000204901,19,Euarchontoglires - Primates
ENSP00000301665,ENSG00000167920,19,Euarchontoglires - Primates
ENSP00000334620,ENSG00000196156,19,Euarchontoglires - Primates
ENSP00000366928,ENSG00000204870,19,Euarchontoglires - Primates
ENSP00000366448,ENSG00000204735,19,Euarchontoglires - Primates
ENSP00000342423,ENSG00000188825,19,Euarchontoglires - Primates
ENSP00000320408,ENSG00000181763,19,Euarchontoglires - Primates
ENSP00000366209,ENSG00000204667,19,Euarchontoglires - Primates
ENSP00000324843,ENSG00000178743,19,Euarchontoglires - Primates
ENSP00000353313,ENSG00000198437,19,Euarchontoglires - Primates
ENSP00000300458,ENSG00000167117,19,Euarchontoglires - Primates
ENSP00000365554,ENSG00000204553,19,Euarchontoglires - Primates
ENSP00000365460,ENSG00000204537,19,Euarchontoglires - Primates
ENSP00000364909,ENSG00000204407,19,Euarchontoglires - Primates
ENSP00000364880,ENSG00000204402,19,Euarchontoglires - Primates
ENSP00000243451,ENSG00000123695,19,Euarchontoglires - Primates
ENSP00000347283,ENSG00000198379,19,Euarchontoglires - Primates
ENSP00000364771,ENSG00000204383,19,Euarchontoglires - Primates
ENSP00000352550,ENSG00000196160,19,Euarchontoglires - Primates
ENSP00000329353,ENSG00000182352,19,Euarchontoglires - Primates
ENSP00000354069,ENSG00000197544,19,Euarchontoglires - Primates
ENSP00000363767,ENSG00000204226,19,Euarchontoglires - Primates
ENSP00000301682,ENSG00000167933,19,Euarchontoglires - Primates
ENSP00000325937,ENSG00000181428,19,Euarchontoglires - Primates
ENSP00000328043,ENSG00000185203,19,Euarchontoglires - Primates
ENSP00000301695,ENSG00000167944,19,Euarchontoglires - Primates
ENSP00000372294,ENSG00000206111,19,Euarchontoglires - Primates
ENSP00000302943,ENSG00000172268,19,Euarchontoglires - Primates
ENSP00000301701,ENSG00000167948,19,Euarchontoglires - Primates
ENSP00000301711,ENSG00000167953,19,Euarchontoglires - Primates
ENSP00000364128,ENSG00000204286,19,Euarchontoglires - Primates
ENSP00000363765,ENSG00000204224,19,Euarchontoglires - Primates
ENSP00000364135,ENSG00000204289,19,Euarchontoglires - Primates
ENSP00000328363,ENSG00000182802,19,Euarchontoglires - Primates
ENSP00000364363,ENSG00000204323,19,Euarchontoglires - Primates
ENSP00000348336,ENSG00000197003,19,Euarchontoglires - Primates
ENSP00000352040,ENSG00000197369,19,Euarchontoglires - Primates
ENSP00000363888,ENSG00000204240,19,Euarchontoglires - Primates
ENSP00000323374,ENSG00000181918,19,Euarchontoglires - Primates
ENSP00000241808,ENSG00000122304,19,Euarchontoglires - Primates
ENSP00000347577,ENSG00000196908,19,Euarchontoglires - Primates
ENSP00000348870,ENSG00000197867,19,Euarchontoglires - Primates
ENSP00000330634,ENSG00000183889,19,Euarchontoglires - Primates
ENSP00000363660,ENSG00000204200,19,Euarchontoglires - Primates
ENSP00000352303,ENSG00000197908,19,Euarchontoglires - Primates
ENSP00000352757,ENSG00000196877,19,Euarchontoglires - Primates
ENSP00000348305,ENSG00000198156,19,Euarchontoglires - Primates
ENSP00000364052,ENSG00000204269,19,Euarchontoglires - Primates
ENSP00000364048,ENSG00000204268,19,Euarchontoglires - Primates
ENSP00000350444,ENSG00000196993,19,Euarchontoglires - Primates
ENSP00000344402,ENSG00000206088,19,Euarchontoglires - Primates
ENSP00000306932,ENSG00000172257,19,Euarchontoglires - Primates
ENSP00000331669,ENSG00000185208,19,Euarchontoglires - Primates
ENSP00000352394,ENSG00000196813,19,Euarchontoglires - Primates
ENSP00000331835,ENSG00000183399,19,Euarchontoglires - Primates
ENSP00000369504,ENSG00000205459,19,Euarchontoglires - Primates
ENSP00000350795,ENSG00000205457,19,Euarchontoglires - Primates
ENSP00000369492,ENSG00000205456,19,Euarchontoglires - Primates
ENSP00000369491,ENSG00000205455,19,Euarchontoglires - Primates
ENSP00000318279,ENSG00000179755,19,Euarchontoglires - Primates
ENSP00000371304,ENSG00000205807,19,Euarchontoglires - Primates
ENSP00000371750,ENSG00000205913,19,Euarchontoglires - Primates
ENSP00000372399,ENSG00000206146,19,Euarchontoglires - Primates
ENSP00000372030,ENSG00000205992,19,Euarchontoglires - Primates
ENSP00000350991,ENSG00000196796,19,Euarchontoglires - Primates
ENSP00000330587,ENSG00000205358,19,Euarchontoglires - Primates
ENSP00000349163,ENSG00000197939,19,Euarchontoglires - Primates
ENSP00000332021,ENSG00000184463,19,Euarchontoglires - Primates
ENSP00000334998,ENSG00000169688,19,Euarchontoglires - Primates
ENSP00000350521,ENSG00000198244,19,Euarchontoglires - Primates
ENSP00000369489,ENSG00000205451,19,Euarchontoglires - Primates
ENSP00000329975,ENSG00000184968,19,Euarchontoglires - Primates
ENSP00000290705,ENSG00000205362,19,Euarchontoglires - Primates
ENSP00000268333,ENSG00000140703,19,Euarchontoglires - Primates
ENSP00000351674,ENSG00000196886,19,Euarchontoglires - Primates
ENSP00000369650,ENSG00000205484,19,Euarchontoglires - Primates
ENSP00000369995,ENSG00000205541,19,Euarchontoglires - Primates
ENSP00000372293,ENSG00000206110,19,Euarchontoglires - Primates
ENSP00000347747,ENSG00000197707,19,Euarchontoglires - Primates
ENSP00000346774,ENSG00000196161,19,Euarchontoglires - Primates
ENSP00000305896,ENSG00000168521,19,Euarchontoglires - Primates
ENSP00000329271,ENSG00000183133,19,Euarchontoglires - Primates
ENSP00000339405,ENSG00000183632,19,Euarchontoglires - Primates
ENSP00000368433,ENSG00000205193,19,Euarchontoglires - Primates
ENSP00000314463,ENSG00000179219,19,Euarchontoglires - Primates
ENSP00000165086,ENSG00000069651,19,Euarchontoglires - Primates
ENSP00000327620,ENSG00000182376,19,Euarchontoglires - Primates
ENSP00000321372,ENSG00000180422,19,Euarchontoglires - Primates
ENSP00000372531,ENSG00000206202,19,Euarchontoglires - Primates
ENSP00000320207,ENSG00000176433,19,Euarchontoglires - Primates
ENSP00000347438,ENSG00000196436,19,Euarchontoglires - Primates
ENSP00000353364,ENSG00000197148,19,Euarchontoglires - Primates
ENSP00000372382,ENSG00000206141,19,Euarchontoglires - Primates
ENSP00000318310,ENSG00000180598,19,Euarchontoglires - Primates
ENSP00000316255,ENSG00000177417,19,Euarchontoglires - Primates
ENSP00000350502,ENSG00000196645,19,Euarchontoglires - Primates
ENSP00000367707,ENSG00000205048,19,Euarchontoglires - Primates
ENSP00000367672,ENSG00000205036,19,Euarchontoglires - Primates
ENSP00000372377,ENSG00000206138,19,Euarchontoglires - Primates
ENSP00000328137,ENSG00000169715,19,Euarchontoglires - Primates
ENSP00000370908,ENSG00000183426,19,Euarchontoglires - Primates
ENSP00000369490,ENSG00000205452,19,Euarchontoglires - Primates
ENSP00000367652,ENSG00000205031,19,Euarchontoglires - Primates
ENSP00000347144,ENSG00000197080,19,Euarchontoglires - Primates
ENSP00000346823,ENSG00000197627,19,Euarchontoglires - Primates
ENSP00000347899,ENSG00000196823,19,Euarchontoglires - Primates
ENSP00000367780,ENSG00000205062,19,Euarchontoglires - Primates
ENSP00000367591,ENSG00000205015,19,Euarchontoglires - Primates
ENSP00000332974,ENSG00000183174,19,Euarchontoglires - Primates
ENSP00000372150,ENSG00000206050,19,Euarchontoglires - Primates
ENSP00000349200,ENSG00000196654,19,Euarchontoglires - Primates
ENSP00000367704,ENSG00000205047,19,Euarchontoglires - Primates
ENSP00000330351,ENSG00000185574,19,Euarchontoglires - Primates
ENSP00000367778,ENSG00000205061,19,Euarchontoglires - Primates
ENSP00000304875,ENSG00000168367,19,Euarchontoglires - Primates
ENSP00000254279,ENSG00000131959,19,Euarchontoglires - Primates
ENSP00000371679,ENSG00000205900,19,Euarchontoglires - Primates
ENSP00000342466,ENSG00000189263,19,Euarchontoglires - Primates
ENSP00000367673,ENSG00000205037,19,Euarchontoglires - Primates
ENSP00000369751,ENSG00000205501,19,Euarchontoglires - Primates
ENSP00000327428,ENSG00000205315,19,Euarchontoglires - Primates
ENSP00000313510,ENSG00000179765,19,Euarchontoglires - Primates
ENSP00000328368,ENSG00000182997,19,Euarchontoglires - Primates
ENSP00000368107,ENSG00000205120,19,Euarchontoglires - Primates
ENSP00000367598,ENSG00000205018,19,Euarchontoglires - Primates
ENSP00000326807,ENSG00000178817,19,Euarchontoglires - Primates
ENSP00000326808,ENSG00000178351,19,Euarchontoglires - Primates
ENSP00000372171,ENSG00000206058,19,Euarchontoglires - Primates
ENSP00000371974,ENSG00000205973,19,Euarchontoglires - Primates
ENSP00000352917,ENSG00000196254,19,Euarchontoglires - Primates
ENSP00000311642,ENSG00000174171,19,Euarchontoglires - Primates
ENSP00000372195,ENSG00000206070,19,Euarchontoglires - Primates
ENSP00000370082,ENSG00000205556,19,Euarchontoglires - Primates
ENSP00000370081,ENSG00000205555,19,Euarchontoglires - Primates
ENSP00000372490,ENSG00000206193,19,Euarchontoglires - Primates
ENSP00000333014,ENSG00000206128,19,Euarchontoglires - Primates
ENSP00000347068,ENSG00000196630,19,Euarchontoglires - Primates
ENSP00000348514,ENSG00000197359,19,Euarchontoglires - Primates
ENSP00000318417,ENSG00000180849,19,Euarchontoglires - Primates
ENSP00000346918,ENSG00000197775,19,Euarchontoglires - Primates
ENSP00000351707,ENSG00000198314,19,Euarchontoglires - Primates
ENSP00000341745,ENSG00000188745,19,Euarchontoglires - Primates
ENSP00000371713,ENSG00000205907,19,Euarchontoglires - Primates
ENSP00000368267,ENSG00000205159,19,Euarchontoglires - Primates
ENSP00000368218,ENSG00000205148,19,Euarchontoglires - Primates
ENSP00000372239,ENSG00000206085,19,Euarchontoglires - Primates
ENSP00000349512,ENSG00000197817,19,Euarchontoglires - Primates
ENSP00000332529,ENSG00000185383,19,Euarchontoglires - Primates
ENSP00000334053,ENSG00000186215,19,Euarchontoglires - Primates
ENSP00000298165,ENSG00000165414,19,Euarchontoglires - Primates
ENSP00000348875,ENSG00000198469,19,Euarchontoglires - Primates
ENSP00000351392,ENSG00000196648,19,Euarchontoglires - Primates
ENSP00000372510,ENSG00000206197,19,Euarchontoglires - Primates
ENSP00000346514,ENSG00000197978,19,Euarchontoglires - Primates
ENSP00000351194,ENSG00000198023,19,Euarchontoglires - Primates
ENSP00000368996,ENSG00000205333,19,Euarchontoglires - Primates
ENSP00000347217,ENSG00000196930,19,Euarchontoglires - Primates
ENSP00000267483,ENSG00000139969,19,Euarchontoglires - Primates
ENSP00000370161,ENSG00000205585,19,Euarchontoglires - Primates
ENSP00000368111,ENSG00000205124,19,Euarchontoglires - Primates
ENSP00000331919,ENSG00000184474,19,Euarchontoglires - Primates
ENSP00000368112,ENSG00000205125,19,Euarchontoglires - Primates
ENSP00000326333,ENSG00000177843,19,Euarchontoglires - Primates
ENSP00000368182,ENSG00000197167,19,Euarchontoglires - Primates
ENSP00000335642,ENSG00000186330,19,Euarchontoglires - Primates
ENSP00000351653,ENSG00000197502,19,Euarchontoglires - Primates
ENSP00000371683,ENSG00000205902,19,Euarchontoglires - Primates
ENSP00000368105,ENSG00000205118,19,Euarchontoglires - Primates
ENSP00000331648,ENSG00000183419,19,Euarchontoglires - Primates
ENSP00000320332,ENSG00000180393,19,Euarchontoglires - Primates
ENSP00000327092,ENSG00000176127,19,Euarchontoglires - Primates
ENSP00000334085,ENSG00000187073,19,Euarchontoglires - Primates
ENSP00000351454,ENSG00000196392,19,Euarchontoglires - Primates
ENSP00000370794,ENSG00000205715,19,Euarchontoglires - Primates
ENSP00000328788,ENSG00000183673,19,Euarchontoglires - Primates
ENSP00000368251,ENSG00000205156,19,Euarchontoglires - Primates
ENSP00000344354,ENSG00000205281,19,Euarchontoglires - Primates
ENSP00000321468,ENSG00000178107,19,Euarchontoglires - Primates
ENSP00000353480,ENSG00000197797,19,Euarchontoglires - Primates
ENSP00000327348,ENSG00000184114,19,Euarchontoglires - Primates
ENSP00000347987,ENSG00000197645,19,Euarchontoglires - Primates
ENSP00000348153,ENSG00000198290,19,Euarchontoglires - Primates
ENSP00000368110,ENSG00000205122,19,Euarchontoglires - Primates
ENSP00000319723,ENSG00000177441,19,Euarchontoglires - Primates
ENSP00000334890,ENSG00000186697,19,Euarchontoglires - Primates
ENSP00000353811,ENSG00000197810,19,Euarchontoglires - Primates
ENSP00000327680,ENSG00000183633,19,Euarchontoglires - Primates
ENSP00000371289,ENSG00000205803,19,Euarchontoglires - Primates
ENSP00000354151,ENSG00000196273,19,Euarchontoglires - Primates
ENSP00000369322,ENSG00000205422,19,Euarchontoglires - Primates
ENSP00000369316,ENSG00000205419,19,Euarchontoglires - Primates
ENSP00000369321,ENSG00000205421,19,Euarchontoglires - Primates
ENSP00000370085,ENSG00000205557,19,Euarchontoglires - Primates
ENSP00000333011,ENSG00000182122,19,Euarchontoglires - Primates
ENSP00000369241,ENSG00000205400,19,Euarchontoglires - Primates
ENSP00000352545,ENSG00000197131,19,Euarchontoglires - Primates
ENSP00000321504,ENSG00000179141,19,Euarchontoglires - Primates
ENSP00000316959,ENSG00000177596,19,Euarchontoglires - Primates
ENSP00000266919,ENSG00000139485,19,Euarchontoglires - Primates
ENSP00000267129,ENSG00000139656,19,Euarchontoglires - Primates
ENSP00000321040,ENSG00000176581,19,Euarchontoglires - Primates
ENSP00000267550,ENSG00000140031,19,Euarchontoglires - Primates
ENSP00000368483,ENSG00000205202,19,Euarchontoglires - Primates
ENSP00000369589,ENSG00000205475,19,Euarchontoglires - Primates
ENSP00000335089,ENSG00000187156,19,Euarchontoglires - Primates
ENSP00000371568,ENSG00000205861,19,Euarchontoglires - Primates
ENSP00000371510,ENSG00000205849,19,Euarchontoglires - Primates
ENSP00000348337,ENSG00000197595,19,Euarchontoglires - Primates
ENSP00000329911,ENSG00000184618,19,Euarchontoglires - Primates
ENSP00000347121,ENSG00000196978,19,Euarchontoglires - Primates
ENSP00000329761,ENSG00000185517,19,Euarchontoglires - Primates
ENSP00000346113,ENSG00000197424,19,Euarchontoglires - Primates
ENSP00000371281,ENSG00000205800,19,Euarchontoglires - Primates
ENSP00000370243,ENSG00000205599,19,Euarchontoglires - Primates
ENSP00000367164,ENSG00000204919,19,Euarchontoglires - Primates
ENSP00000367158,ENSG00000204914,19,Euarchontoglires - Primates
ENSP00000375017,ENSG00000211948,19,Euarchontoglires - Primates
ENSP00000316637,ENSG00000177527,19,Euarchontoglires - Primates
ENSP00000343744,ENSG00000189304,19,Euarchontoglires - Primates
ENSP00000354320,ENSG00000196879,19,Euarchontoglires - Primates
ENSP00000256972,ENSG00000134551,19,Euarchontoglires - Primates
ENSP00000369524,ENSG00000205466,19,Euarchontoglires - Primates
ENSP00000370777,ENSG00000205711,19,Euarchontoglires - Primates
ENSP00000348814,ENSG00000197737,19,Euarchontoglires - Primates
ENSP00000340844,ENSG00000188362,19,Euarchontoglires - Primates
ENSP00000371513,ENSG00000205851,19,Euarchontoglires - Primates
ENSP00000367163,ENSG00000204918,19,Euarchontoglires - Primates
ENSP00000369866,ENSG00000205523,19,Euarchontoglires - Primates
ENSP00000351076,ENSG00000196579,19,Euarchontoglires - Primates
ENSP00000330702,ENSG00000184297,19,Euarchontoglires - Primates
ENSP00000352294,ENSG00000196593,19,Euarchontoglires - Primates
ENSP00000364863,ENSG00000204398,19,Euarchontoglires - Primates
ENSP00000330298,ENSG00000185389,19,Euarchontoglires - Primates
ENSP00000312952,ENSG00000177221,19,Euarchontoglires - Primates
ENSP00000368081,ENSG00000205110,19,Euarchontoglires - Primates
ENSP00000349808,ENSG00000205721,19,Euarchontoglires - Primates
ENSP00000369406,ENSG00000205435,19,Euarchontoglires - Primates
ENSP00000326404,ENSG00000180547,19,Euarchontoglires - Primates
ENSP00000371276,ENSG00000196229,19,Euarchontoglires - Primates
ENSP00000367996,ENSG00000205087,19,Euarchontoglires - Primates
ENSP00000323129,ENSG00000188775,19,Euarchontoglires - Primates
ENSP00000371208,ENSG00000205787,19,Euarchontoglires - Primates
ENSP00000329993,ENSG00000182047,19,Euarchontoglires - Primates
ENSP00000371220,ENSG00000205791,19,Euarchontoglires - Primates
ENSP00000370080,ENSG00000205554,19,Euarchontoglires - Primates
ENSP00000369593,ENSG00000202582,19,Euarchontoglires - Primates
ENSP00000350870,ENSG00000196668,19,Euarchontoglires - Primates
ENSP00000350095,ENSG00000196518,19,Euarchontoglires - Primates
ENSP00000372053,ENSG00000206006,19,Euarchontoglires - Primates
ENSP00000331641,ENSG00000184132,19,Euarchontoglires - Primates
ENSP00000298350,ENSG00000165552,19,Euarchontoglires - Primates
ENSP00000228811,ENSG00000111215,19,Euarchontoglires - Primates
ENSP00000366550,ENSG00000204761,19,Euarchontoglires - Primates
ENSP00000371600,ENSG00000205865,19,Euarchontoglires - Primates
ENSP00000367159,ENSG00000204916,19,Euarchontoglires - Primates
ENSP00000332290,ENSG00000183562,19,Euarchontoglires - Primates
ENSP00000355178,ENSG00000198713,19,Euarchontoglires - Primates
ENSP00000315177,ENSG00000178043,19,Euarchontoglires - Primates
ENSP00000368509,ENSG00000205210,19,Euarchontoglires - Primates
ENSP00000366461,ENSG00000204737,19,Euarchontoglires - Primates
ENSP00000365864,ENSG00000204601,19,Euarchontoglires - Primates
ENSP00000367162,ENSG00000204917,19,Euarchontoglires - Primates
ENSP00000370643,ENSG00000205688,19,Euarchontoglires - Primates
ENSP00000367382,ENSG00000204971,19,Euarchontoglires - Primates
ENSP00000367741,ENSG00000205053,19,Euarchontoglires - Primates
ENSP00000369692,ENSG00000205489,19,Euarchontoglires - Primates
ENSP00000332820,ENSG00000185951,19,Euarchontoglires - Primates
ENSP00000370644,ENSG00000205689,19,Euarchontoglires - Primates
ENSP00000331370,ENSG00000180359,19,Euarchontoglires - Primates
ENSP00000311364,ENSG00000172551,19,Euarchontoglires - Primates
ENSP00000367795,ENSG00000205065,19,Euarchontoglires - Primates
ENSP00000351760,ENSG00000198637,19,Euarchontoglires - Primates
ENSP00000347687,ENSG00000196559,19,Euarchontoglires - Primates
ENSP00000331194,ENSG00000185847,19,Euarchontoglires - Primates
ENSP00000257867,ENSG00000135413,19,Euarchontoglires - Primates
ENSP00000367037,ENSG00000204898,19,Euarchontoglires - Primates
ENSP00000341058,ENSG00000189238,19,Euarchontoglires - Primates
ENSP00000302918,ENSG00000171987,19,Euarchontoglires - Primates
ENSP00000366239,ENSG00000204672,19,Euarchontoglires - Primates
ENSP00000365929,ENSG00000204617,19,Euarchontoglires - Primates
ENSP00000371602,ENSG00000205866,19,Euarchontoglires - Primates
ENSP00000345783,ENSG00000196853,19,Euarchontoglires - Primates
ENSP00000365802,ENSG00000204589,19,Euarchontoglires - Primates
ENSP00000329054,ENSG00000182139,19,Euarchontoglires - Primates
ENSP00000365866,ENSG00000204603,19,Euarchontoglires - Primates
ENSP00000310663,ENSG00000173046,19,Euarchontoglires - Primates
ENSP00000372234,ENSG00000206082,19,Euarchontoglires - Primates
ENSP00000293371,ENSG00000161634,19,Euarchontoglires - Primates
ENSP00000215640,ENSG00000099869,19,Euarchontoglires - Primates
ENSP00000366346,ENSG00000204691,19,Euarchontoglires - Primates
ENSP00000371944,ENSG00000205963,19,Euarchontoglires - Primates
ENSP00000371745,ENSG00000205912,19,Euarchontoglires - Primates
ENSP00000365818,ENSG00000204591,19,Euarchontoglires - Primates
ENSP00000367306,ENSG00000204948,19,Euarchontoglires - Primates
ENSP00000365869,ENSG00000204605,19,Euarchontoglires - Primates
ENSP00000365865,ENSG00000204602,19,Euarchontoglires - Primates
ENSP00000352431,ENSG00000196243,19,Euarchontoglires - Primates
ENSP00000370131,ENSG00000174613,19,Euarchontoglires - Primates
ENSP00000347707,ENSG00000196310,19,Euarchontoglires - Primates
ENSP00000367513,ENSG00000204998,19,Euarchontoglires - Primates
ENSP00000327755,ENSG00000183990,19,Euarchontoglires - Primates
ENSP00000332443,ENSG00000184085,19,Euarchontoglires - Primates
ENSP00000372232,ENSG00000206080,19,Euarchontoglires - Primates
ENSP00000325156,ENSG00000177112,19,Euarchontoglires - Primates
ENSP00000332840,ENSG00000183242,19,Euarchontoglires - Primates
ENSP00000346654,ENSG00000196094,19,Euarchontoglires - Primates
ENSP00000355351,ENSG00000198864,19,Euarchontoglires - Primates
ENSP00000328640,ENSG00000184224,19,Euarchontoglires - Primates
ENSP00000348249,ENSG00000198407,19,Euarchontoglires - Primates
ENSP00000363902,ENSG00000204241,19,Euarchontoglires - Primates
ENSP00000366822,ENSG00000204832,19,Euarchontoglires - Primates
ENSP00000369123,ENSG00000205355,19,Euarchontoglires - Primates
ENSP00000367254,ENSG00000204938,19,Euarchontoglires - Primates
ENSP00000327341,ENSG00000172900,19,Euarchontoglires - Primates
ENSP00000323509,ENSG00000178815,19,Euarchontoglires - Primates
ENSP00000347516,ENSG00000197308,19,Euarchontoglires - Primates
ENSP00000332722,ENSG00000184566,19,Euarchontoglires - Primates
ENSP00000332059,ENSG00000184150,19,Euarchontoglires - Primates
ENSP00000363928,ENSG00000204249,19,Euarchontoglires - Primates
ENSP00000332769,ENSG00000184027,19,Euarchontoglires - Primates
ENSP00000317059,ENSG00000179830,19,Euarchontoglires - Primates
ENSP00000367543,ENSG00000196447,19,Euarchontoglires - Primates
ENSP00000303999,ENSG00000170647,19,Euarchontoglires - Primates
ENSP00000307879,ENSG00000174370,19,Euarchontoglires - Primates
ENSP00000308330,ENSG00000172927,19,Euarchontoglires - Primates
ENSP00000364222,ENSG00000204306,19,Euarchontoglires - Primates
ENSP00000364325,ENSG00000204318,19,Euarchontoglires - Primates
ENSP00000322058,ENSG00000179251,19,Euarchontoglires - Primates
ENSP00000370729,ENSG00000205703,19,Euarchontoglires - Primates
ENSP00000364981,ENSG00000197731,19,Euarchontoglires - Primates
ENSP00000347034,ENSG00000197650,19,Euarchontoglires - Primates
ENSP00000364254,ENSG00000204309,19,Euarchontoglires - Primates
ENSP00000315687,ENSG00000178440,19,Euarchontoglires - Primates
ENSP00000316302,ENSG00000175913,19,Euarchontoglires - Primates
ENSP00000370702,ENSG00000205696,19,Euarchontoglires - Primates
ENSP00000367271,ENSG00000204942,19,Euarchontoglires - Primates
ENSP00000260869,ENSG00000138299,19,Euarchontoglires - Primates
ENSP00000363663,ENSG00000204201,19,Euarchontoglires - Primates
ENSP00000346608,ENSG00000198330,19,Euarchontoglires - Primates
ENSP00000363915,ENSG00000204247,19,Euarchontoglires - Primates
ENSP00000333585,ENSG00000186719,19,Euarchontoglires - Primates
ENSP00000363907,ENSG00000204244,19,Euarchontoglires - Primates
ENSP00000311921,ENSG00000120471,19,Euarchontoglires - Primates
ENSP00000364387,ENSG00000204329,19,Euarchontoglires - Primates
ENSP00000364098,ENSG00000204280,19,Euarchontoglires - Primates
ENSP00000363209,ENSG00000204151,19,Euarchontoglires - Primates
ENSP00000345469,ENSG00000187811,19,Euarchontoglires - Primates
ENSP00000304890,ENSG00000171671,19,Euarchontoglires - Primates
ENSP00000353494,ENSG00000198534,19,Euarchontoglires - Primates
ENSP00000326241,ENSG00000180525,19,Euarchontoglires - Primates
ENSP00000364692,ENSG00000204367,19,Euarchontoglires - Primates
ENSP00000370327,ENSG00000205623,19,Euarchontoglires - Primates
ENSP00000328164,ENSG00000185904,19,Euarchontoglires - Primates
ENSP00000363554,ENSG00000204187,19,Euarchontoglires - Primates
ENSP00000353700,ENSG00000197179,19,Euarchontoglires - Primates
ENSP00000346517,ENSG00000196412,19,Euarchontoglires - Primates
ENSP00000369687,ENSG00000205488,19,Euarchontoglires - Primates
ENSP00000366820,ENSG00000204830,19,Euarchontoglires - Primates
ENSP00000349791,ENSG00000198232,19,Euarchontoglires - Primates
ENSP00000319699,ENSG00000187083,19,Euarchontoglires - Primates
ENSP00000370875,ENSG00000205740,19,Euarchontoglires - Primates
ENSP00000352351,ENSG00000197010,19,Euarchontoglires - Primates
ENSP00000325683,ENSG00000176833,19,Euarchontoglires - Primates
ENSP00000363406,ENSG00000204170,19,Euarchontoglires - Primates
ENSP00000348431,ENSG00000197911,19,Euarchontoglires - Primates
ENSP00000364418,ENSG00000204332,19,Euarchontoglires - Primates
ENSP00000340261,ENSG00000189275,19,Euarchontoglires - Primates
ENSP00000348738,ENSG00000204038,19,Euarchontoglires - Primates
ENSP00000357639,ENSG00000203777,19,Euarchontoglires - Primates
ENSP00000358067,ENSG00000177234,19,Euarchontoglires - Primates
ENSP00000366765,ENSG00000154537,19,Euarchontoglires - Primates
ENSP00000366595,ENSG00000204770,19,Euarchontoglires - Primates
ENSP00000312716,ENSG00000178159,19,Euarchontoglires - Primates
ENSP00000360868,ENSG00000204009,19,Euarchontoglires - Primates
ENSP00000351000,ENSG00000197365,19,Euarchontoglires - Primates
ENSP00000366856,ENSG00000204844,19,Euarchontoglires - Primates
ENSP00000366644,ENSG00000204783,19,Euarchontoglires - Primates
ENSP00000321715,ENSG00000176911,19,Euarchontoglires - Primates
ENSP00000364359,ENSG00000204321,19,Euarchontoglires - Primates
ENSP00000363212,ENSG00000204153,19,Euarchontoglires - Primates
ENSP00000330701,ENSG00000182418,19,Euarchontoglires - Primates
ENSP00000366752,ENSG00000204807,19,Euarchontoglires - Primates
ENSP00000366851,ENSG00000204841,19,Euarchontoglires - Primates
ENSP00000364473,ENSG00000204343,19,Euarchontoglires - Primates
ENSP00000369164,ENSG00000205368,19,Euarchontoglires - Primates
ENSP00000366821,ENSG00000204831,19,Euarchontoglires - Primates
ENSP00000287159,ENSG00000156591,19,Euarchontoglires - Primates
ENSP00000363759,ENSG00000204223,19,Euarchontoglires - Primates
ENSP00000364535,ENSG00000204350,19,Euarchontoglires - Primates
ENSP00000302318,ENSG00000170152,19,Euarchontoglires - Primates
ENSP00000351114,ENSG00000177533,19,Euarchontoglires - Primates
ENSP00000345729,ENSG00000189415,19,Euarchontoglires - Primates
ENSP00000366868,ENSG00000204847,19,Euarchontoglires - Primates
ENSP00000371947,ENSG00000205964,19,Euarchontoglires - Primates
ENSP00000366747,ENSG00000204805,19,Euarchontoglires - Primates
ENSP00000364923,ENSG00000204412,19,Euarchontoglires - Primates
ENSP00000369358,ENSG00000205428,19,Euarchontoglires - Primates
ENSP00000366908,ENSG00000204860,19,Euarchontoglires - Primates
ENSP00000347503,ENSG00000196706,19,Euarchontoglires - Primates
ENSP00000357850,ENSG00000203793,19,Euarchontoglires - Primates
ENSP00000366704,ENSG00000170215,19,Euarchontoglires - Primates
ENSP00000366054,ENSG00000204638,19,Euarchontoglires - Primates
ENSP00000359622,ENSG00000203934,19,Euarchontoglires - Primates
ENSP00000357662,ENSG00000203779,19,Euarchontoglires - Primates
ENSP00000303136,ENSG00000170161,19,Euarchontoglires - Primates
ENSP00000302690,ENSG00000171889,19,Euarchontoglires - Primates
ENSP00000366734,ENSG00000197053,19,Euarchontoglires - Primates
ENSP00000348226,ENSG00000196477,19,Euarchontoglires - Primates
ENSP00000309697,ENSG00000173515,19,Euarchontoglires - Primates
ENSP00000364988,ENSG00000204423,19,Euarchontoglires - Primates
ENSP00000361567,ENSG00000204054,19,Euarchontoglires - Primates
ENSP00000323241,ENSG00000180066,19,Euarchontoglires - Primates
ENSP00000346860,ENSG00000204838,19,Euarchontoglires - Primates
ENSP00000333251,ENSG00000183443,19,Euarchontoglires - Primates
ENSP00000366833,ENSG00000204835,19,Euarchontoglires - Primates
ENSP00000366744,ENSG00000204804,19,Euarchontoglires - Primates
ENSP00000364896,ENSG00000204404,19,Euarchontoglires - Primates
ENSP00000329551,ENSG00000184879,19,Euarchontoglires - Primates
ENSP00000334123,ENSG00000187009,19,Euarchontoglires - Primates
ENSP00000366720,ENSG00000197821,19,Euarchontoglires - Primates
